0.59375,0.30556,0.46667,0.475,0.5,0.46154,0.47059,0.39286,0.29412,0.65625,0.5,0.38235,0.66667,0,0.43333,0.63333,0.56667,0.44118,0.52941,0.65625,0.58824,0.34375,0.6875,0.47059,0.43333,0.75,0.58824,0.53125,0.13333,0.56667,0.22222,0.55263,0.47368,0.43333
0.53125,0.75,0.52941,0.58333,0.53571,0.81579,0.46667,0.55556,0.23333,0.5,0.57143,0.76667,0.61765,0.23077,0.64706,0.61765,0.67647,0.86667,0.5,0.40625,0.5,0.4375,0.625,0.53333,0.41176,0.53125,0.73333,1,0.41176,0.52941,0.28571,0.80769,0.65385,0.82353
-0.0625,0.44444,0.062745,0.10833,0.035714,0.35425,-0.0039216,0.1627,-0.060784,-0.15625,0.071429,0.38431,-0.04902,0.23077,0.21373,-0.015686,0.1098,0.42549,-0.029412,-0.25,-0.088235,0.09375,-0.0625,0.062745,-0.021569,-0.21875,0.1451,0.46875,0.27843,-0.037255,0.063492,0.25506,0.18016,0.3902
0.125,0.078125,0.096774,0.10938,0.09375,0.064516,0.16129,0.17188,0.096774,0.0625,0.032258,0.16129,0.15625,0.32258,0.15625,0.15625,0.015625,0.046875,0.14516,0.29688,0.25806,0.078125,0.03125,0.23438,0.048387,0.0625,0.28125,0.096774,0.0625,0.14063,0.1875,0.16129,0.14063,0.078125
0.28333,0.15625,0.14063,0.17188,0.25,0.48333,0.27419,0.20313,0.21875,0.064516,0.080645,0.42188,0.30645,0.20968,0.25,0.25806,0.064516,0.09375,0.3125,0.40323,0.20968,0.03125,0.41935,0.375,0.096774,0.20313,0.28125,0.29688,0.26563,0.33333,0.25,0.1875,0.25,0.29688
0.15833,0.078125,0.043851,0.0625,0.15625,0.41882,0.1129,0.03125,0.12198,0.0020161,0.048387,0.26058,0.1502,-0.1129,0.09375,0.10181,0.048891,0.046875,0.16734,0.10635,-0.048387,-0.046875,0.3881,0.14063,0.048387,0.14063,0,0.2001,0.20313,0.19271,0.0625,0.02621,0.10938,0.21875
0.6875,0.65625,0.82813,0.76563,0.75,0.51563,0.75,0.76563,0.71875,0.82813,0.82813,0.48438,0.67188,0.67188,0.75,0.625,0.73438,0.8125,0.59375,0.57813,0.75,0.875,0.54688,0.5625,0.73438,0.67188,0.65625,0.67188,0.73438,0.60938,0.75,0.71875,0.73438,0.67188
0.78125,0.85938,0.85938,0.76563,0.65625,0.48438,0.82813,0.875,0.79688,0.79688,0.89063,0.625,0.45313,0.71875,0.67188,0.71875,0.78125,0.79688,0.70313,0.57813,0.65625,0.8125,0.60938,0.625,0.75,0.78125,0.65625,0.73438,0.70313,0.60938,0.82813,0.64063,0.71875,0.67188
0.78125,0.82813,0.875,0.76563,0.73438,0.54688,0.8125,0.85938,0.76563,0.67188,0.85938,0.65625,0.64063,0.67188,0.79688,0.73438,0.79688,0.75,0.84375,0.65625,0.59375,0.84375,0.65625,0.78125,0.65625,0.70313,0.64063,0.8125,0.67188,0.60938,0.8125,0.57813,0.71875,0.70313
0.82813,0.84375,0.90625,0.78125,0.78125,0.51563,0.79688,0.85938,0.6875,0.67188,0.82813,0.71875,0.5625,0.60938,0.82813,0.9375,0.79688,0.59375,0.82813,0.70313,0.53125,0.89063,0.79688,0.73438,0.67188,0.625,0.65625,0.79688,0.64063,0.67188,0.8125,0.64063,0.73438,0.76563
0.85938,0.84375,0.9375,0.8125,0.85938,0.42188,0.82813,0.84375,0.75,0.76563,0.8125,0.73438,0.76563,0.79688,0.82813,0.875,0.79688,0.73438,0.79688,0.70313,0.5625,0.90625,0.67188,0.73438,0.54688,0.67188,0.51563,0.8125,0.75,0.71875,0.8125,0.73438,0.78125,0.84375
0.875,0.85938,0.90625,0.8125,0.875,0.875,0.85938,0.82813,0.85938,0.9375,0.82813,0.84375,0.85938,0.71875,0.84375,0.9375,0.79688,0.8125,0.82813,0.70313,0.64063,0.89063,0.875,0.73438,0.75,0.75,0.64063,0.85938,0.8125,0.70313,0.82813,0.875,0.84375,0.82813
0.5,0.4375,0.45313,0.35938,0.46875,0.32813,0.4375,0.35938,0.5625,0.45313,0.35938,0.35938,0.20313,0.67188,0.46875,0.375,0.48438,0.46875,0.28125,0.45313,0.25,0.4375,0.32813,0.5,0.45313,0.51563,0.625,0.26563,0.54688,0.54688,0.625,0.46875,0.32813,0.32813
0.71875,0.73438,0.875,0.78125,0.4375,0.6875,0.82813,0.79688,0.79688,0.75,0.9375,0.20313,0.15625,0.67188,0.60938,0.59375,0.92188,0.82813,0.60938,0.625,0.65625,0.8125,0.28125,0.71875,0.70313,0.76563,0.625,0.59375,0.8125,0.5,0.85938,0.51563,0.54688,0.46875
0.8125,0.875,0.89063,0.84375,0.54688,0.125,0.89063,0.82813,0.84375,0.65625,0.90625,0.40625,0.25,0.64063,0.875,0.57813,0.98438,0.70313,0.76563,0.70313,0.59375,0.78125,0.45313,0.6875,0.59375,0.60938,0.54688,0.70313,0.6875,0.4375,0.95313,0.4375,0.59375,0.625
0.85938,0.89063,0.90625,0.79688,0.67188,0.59375,0.85938,0.875,0.82813,0.71875,0.90625,0.5625,0.39063,0.5,0.90625,0.70313,1,0.53125,0.92188,0.76563,0.5,0.89063,0.57813,0.82813,0.48438,0.54688,0.57813,0.76563,0.5625,0.46875,0.96875,0.5,0.67188,0.65625
0.90625,0.84375,0.96875,0.90625,0.70313,0.1875,0.875,0.85938,0.8125,0.71875,0.92188,0.48438,0.45313,0.53125,0.96875,0.84375,1,0.54688,0.90625,0.71875,0.46875,0.92188,0.59375,0.78125,0.375,0.45313,0.42188,0.82813,0.64063,0.45313,0.96875,0.5625,0.70313,0.73438
0.98438,0.92188,0.96875,0.9375,0.79688,0.39063,0.90625,0.85938,0.82813,0.82813,0.92188,0.60938,0.75,0.64063,0.98438,0.875,1,0.82813,0.9375,0.78125,0.54688,0.95313,0.73438,0.8125,0.42188,0.60938,0.5625,0.85938,0.78125,0.45313,0.98438,0.70313,0.75,0.85938
1.0412,1.0206,1.7092,1.8232,1.2436,0.8642,0.79752,1.9693,1.4479,1.4345,0.96823,0.59589,1.5402,1.3328,1.5961,1.1971,2.3458,1.5629,0.77209,0.54433,1.339,1.4017,0.88484,1.2047,1.3935,1.0054,1.4424,1.3545,1.5896,1.3866,1.9114,1.3557,3.7893,1.4083
0.71857,0.79551,0.84251,1.7792,0.78088,0.42158,0.64517,1.3619,1.3476,0.95589,0.84613,0.58471,0.9746,1.0077,0.38288,0.91933,0.28991,1.4986,0.6883,0.46842,1.1297,1.073,0.53874,0.77742,0.9911,0.69928,0.95079,0.93887,0.81241,0.98988,1.053,0.83954,2.3686,1.0897
0.46447,0.63152,0.67293,1.3787,0.6448,0.46944,0.55303,1.0919,1.1799,0.6904,0.75563,0.48042,0.68642,0.74145,0.27741,0.60707,0.13192,1.6064,0.41365,0.39256,0.97347,1.1377,0.41915,0.55071,0.68755,0.52814,0.70438,0.80352,0.3337,0.75067,0.84228,0.68745,1.8219,1.1714
0.31354,0.42338,0.45175,1.1501,0.50896,0.45143,0.53576,0.70286,1.2556,0.46774,0.65369,0.33962,0.57444,0.63116,0.11577,0.36787,0.11158,1.405,0.32635,0.27943,0.85739,0.92419,0.36393,0.35155,0.60356,0.53199,0.61415,0.71665,0.30263,0.67624,0.7816,0.63184,1.465,1.1665
0.33369,0.36352,0.31689,0.97927,0.35521,1.7011,0.51069,0.69687,1.3464,0.37057,0.60231,0.27638,0.44968,0.63356,0.10086,0.25083,0.13894,1.4036,0.30769,0.26351,0.80327,0.71862,0.39799,0.26616,0.57414,0.56281,0.67744,0.70085,0.28732,0.81103,0.62208,0.51768,1.4117,1.0926
0.37276,0.25815,0.25543,0.8212,0.30572,1.1182,0.52979,0.48337,1.2164,0.38543,0.48986,0.25209,0.60142,0.55312,0.10727,0.21895,0.21267,0.86664,0.32541,0.28625,0.6399,0.53792,0.31044,0.35344,0.59132,0.53415,0.79315,0.71172,0.21452,0.5671,0.69084,0.5085,0.89418,0.61063
0.4375,0.64063,0.59375,0.45313,0.5,0.48438,0.625,0.60938,0.60938,0.40625,0.48438,0.57813,0.28125,0.65625,0.4375,0.34375,0.45313,0.39063,0.46875,0.35938,0.48438,0.60938,0.375,0.48438,0.51563,0.375,0.4375,0.5,0.59375,0.48438,0.59375,0.53125,0.35938,0.45313
1.3248,0.9931,1.2123,2.0216,1.426,1.4283,0.85152,2.0023,1.3513,1.4073,1.051,0.96774,2.172,1.2487,1.0775,1.4369,1.6888,1.3279,0.78155,0.82122,1.3821,1.4549,0.92522,0.95333,1.4761,0.81527,1.703,1.9332,0.92374,1.317,1.6923,1.5839,2.953,1.3203
0.84375,0.79688,0.8125,0.82813,0.78125,0.79688,0.8125,0.82813,0.85938,0.90625,0.82813,0.79688,0.78125,0.75,0.78125,0.75,0.79688,0.79688,0.75,0.67188,0.70313,0.85938,0.90625,0.76563,0.85938,0.84375,0.65625,0.75,0.8125,0.79688,0.625,0.78125,0.82813,0.85938
